date	Factom	Ascribe	unknown	Open Assets	Proof of Existence	Colu	Monegraph	Blockstore	Stampery	BlockSign	Omni Layer	Eternity Wall	CoinSpark	LaPreuve	Bitproof	Remembr	stampd	Crypto Copyright	OriginalMy	ProveBit	21	22	23	24	25	26	27	28	29	30	TOTAL	CUMMULATIVE
2015-11-25	93	15	256	7	1	62	6	46	35	18	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	299319
2015-11-24	144	37	361	25	3	55	247	28	5	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	298404
2015-11-23	144	55	328	40	5	44	44	24	46	0	2	5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	297663
2015-11-22	147	90	436	19	4	48	1	2	218	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	296690
2015-11-21	141	24	363	20	1	102	19	0	0	0	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	296011
2015-11-20	144	67	398	37	5	46	330	1	300	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1331	294680
2015-11-19	144	20	616	58	6	18	69	4	72	0	0	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016	293664
2015-11-18	144	42	703	33	14	82	74	1	77	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1176	292488
2015-11-17	146	64	671	41	9	97	42	12	15	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1106	291382
2015-11-16	142	35	606	42	2	55	12	47	3	0	2	14	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	290417
2015-11-15	145	41	610	19	7	42	0	167	2	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043	289374
2015-11-14	143	35	433	19	9	56	12	114	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	288534
2015-11-13	146	36	550	23	5	43	30	32	4	0	6	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	287638
2015-11-12	142	81	519	24	5	51	66	112	6	0	3	163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1173	286465
2015-11-11	147	48	431	81	4	51	59	3	6	0	6	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873	285592
2015-11-10	142	80	552	82	6	17	45	31	14	0	2	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	284611
2015-11-09	143	54	688	145	5	14	34	0	8	1	4	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123	283488
2015-11-08	145	34	278	138	4	181	10	0	24	0	6	35	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857	282631
2015-11-07	144	74	265	148	15	243	1	211	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1109	281522
2015-11-06	140	42	231	157	4	3	66	1	25	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	280836
2015-11-05	145	69	463	210	5	13	15	0	0	0	0	9	681	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611	279225
2015-11-04	143	76	297	107	5	0	153	37	0	0	2	10	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	278212
2015-11-03	144	66	388	209	11	38	366	87	0	0	0	7	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547	276665
2015-11-02	146	567	616	95	12	53	1916	10	0	0	2	11	381	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3810	272855
2015-11-01	142	78	486	90	3	78	60	41	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	271873
2015-10-31	144	40	362	90	1	59	164	26	1	0	2	7	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	270875
2015-10-30	147	1109	550	81	1	52	521	345	6	0	4	6	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2833	268042
2015-10-29	141	984	4319	105	5	69	252	43	0	2	4	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5946	262096
2015-10-28	145	4	1628	82	3	27	820	21	1	0	2	8	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2762	259334
2015-10-27	147	10	449	90	5	127	87	3	5	0	4	7	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	258391
2015-10-26	143	0	459	85	2	46	17	194	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	952	257439
2015-10-25	185	0	361	82	1	90	12	3	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	256692
2015-10-24	113	0	803	85	3	64	14	313	2	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404	255288
2015-10-23	141	0	501	83	5	92	115	270	13	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	254065
2015-10-22	144	0	887	108	2	90	17	67	0	0	0	6	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	252647
