date	Factom	unknown	Ascribe	Open Assets	Proof of Existence	Monegraph	Eternity Wall	BlockSign	Colu	Omni Layer	Stampery	Remembr	Bitproof	Blockstore	CoinSpark	stampd
2015-11-09 22:52	1	1
2015-11-09 22:30	2	9	2
2015-11-09 22:12	1	0	0
2015-11-09 22:02	1	1	0
2015-11-09 21:56	2	4	2	2
2015-11-09 21:38	0	1	0	0
2015-11-09 21:37	1	15	0	0
2015-11-09 21:29	0	3	0	1
2015-11-09 21:23	1	8	0	1
2015-11-09 21:12	6	1	0	0	2	18
2015-11-09 21:12	0	3	0	0	0	0
2015-11-09 20:10	1	0	0	0	0	0
2015-11-09 20:03	1	6	0	0	0	0
2015-11-09 19:52	2	9	0	3	0	0	2
2015-11-09 19:38	0	1	0	0	0	0	0
2015-11-09 19:34	1	0	0	0	0	0	0
2015-11-09 19:29	0	4	0	0	0	0	0
2015-11-09 19:20	1	2	0	0	0	0	0
2015-11-09 19:14	0	16	5	7	0	0	3
2015-11-09 19:10	2	0	0	0	0	0	0
2015-11-09 18:57	0	3	0	0	1	0	0
2015-11-09 19:02	2	48	0	0	0	0	0	1
2015-11-09 18:41	0	48	0	0	0	0	0	0
2015-11-09 18:33	1	22	0	0	0	0	0	0
2015-11-09 18:28	0	31	0	0	0	0	0	0
2015-11-09 18:27	5	51	6	0	0	0	0	0
2015-11-09 18:23	0	7	0	0	0	0	0	0
2015-11-09 18:18	0	1	0	0	0	0	0	0
2015-11-09 17:38	2	8	1	0	0	0	0	0
2015-11-09 17:22	0	4	1	23	0	0	1	0	4
2015-11-09 17:10	1	2	0	0	0	0	0	0	0
2015-11-09 17:04	2	9	0	0	0	0	0	0	0
2015-11-09 16:43	1	13	2	0	0	0	0	0	0
2015-11-09 16:33	1	2	0	0	0	0	0	0	0
2015-11-09 16:29	2	3	1	0	0	0	0	0	0
2015-11-09 16:10	1	1	0	0	0	0	0	0	0
2015-11-09 15:55	0	2	0	0	0	0	0	0	0
2015-11-09 15:51	1	4	1	4	0	0	0	0	0
2015-11-09 15:51	1	1	0	0	0	0	0	0	0
2015-11-09 15:37	0	5	0	0	0	0	0	0	0
2015-11-09 15:33	2	19	3	0	0	0	0	0	0
2015-11-09 15:12	2	4	0	0	0	0	0	0	0
2015-11-09 15:00	0	4	0	0	0	0	0	0	0
2015-11-09 14:53	0	6	2	25	0	0	2	0	6	4
2015-11-09 14:50	2	1	0	0	0	0	0	0	0	0
2015-11-09 14:38	1	24	2	0	0	0	0	0	0	0
2015-11-09 14:28	3	5	0	0	0	0	0	0	0	0
2015-11-09 14:26	1	3	0	0	0	0	0	0	0	0
2015-11-09 14:00	0	1	0	0	0	0	0	0	0	0
2015-11-09 13:41	2	6	3	0	0	0	1	0	0	0
2015-11-09 13:27	0	2	0	0	0	0	0	0	0	0
2015-11-09 13:23	1	0	0	0	0	0	0	0	0	0
2015-11-09 13:19	1	9	2	13	0	0	1	0	0	0
2015-11-09 13:02	1	0	0	0	0	0	0	0	0	0
2015-11-09 12:59	2	15	11	0	0	0	0	0	0	0
2015-11-09 12:40	1	4	0	0	0	0	0	0	0	0
2015-11-09 12:20	2	2	0	0	0	0	0	0	0	0
2015-11-09 12:02	1	23	0	0	0	0	0	0	0	0
2015-11-09 11:55	0	1	0	0	0	0	0	0	0	0
2015-11-09 11:53	3	3	2	6	0	0	1	0	0	0
2015-11-09 11:40	1	1	0	0	0	0	0	0	0	0
2015-11-09 11:16	2	3	0	0	0	0	0	0	0	0
2015-11-09 10:51	1	0	0	0	0	0	0	0	0	0
2015-11-09 10:50	1	2	0	0	0	0	0	0	0	0
2015-11-09 10:36	1	1	0	0	0	0	0	0	0	0	2
2015-11-09 10:29	2	2	0	0	0	0	0	0	0	0	3
2015-11-09 10:02	1	2	0	0	0	0	0	0	0	0	0
2015-11-09 09:59	0	0	0	3	0	0	0	0	0	0	0
2015-11-09 09:57	0	2	3	0	0	0	0	0	0	0	0
2015-11-09 09:50	2	3	0	0	0	0	0	0	0	0	0
2015-11-09 09:31	1	1	0	3	0	0	0	0	0	0	0
2015-11-09 09:23	1	1	0	0	0	0	0	0	0	0	0
2015-11-09 09:13	1	2	0	0	0	0	0	0	0	0	0
2015-11-09 09:09	3	3	0	0	0	0	0	0	0	0	1
2015-11-09 08:28	2	3	0	0	0	0	0	0	0	0	0
2015-11-09 08:14	1	3	0	0	0	0	0	0	0	0	0
2015-11-09 08:00	1	0	0	3	0	0	0	0	0	0	0
2015-11-09 07:57	0	1	0	0	0	0	0	0	0	0	0
2015-11-09 07:52	1	4	0	0	0	0	0	0	0	0	0
2015-11-09 07:42	1	6	0	0	0	0	0	0	0	0	0
2015-11-09 07:37	0	6	0	0	0	0	0	0	0	0	0
2015-11-09 07:37	1	2	0	0	0	0	0	0	0	0	0
2015-11-09 07:28	0	1	0	0	0	0	0	0	0	0	0
2015-11-09 07:32	0	3	0	6	0	0	1	0	4	0	0
2015-11-09 07:22	1	11	0	0	0	0	0	0	0	0	0
2015-11-09 07:13	0	14	1	0	0	0	0	0	0	0	0
2015-11-09 07:10	1	3	0	0	0	0	0	0	0	0	0
2015-11-09 07:00	3	7	0	0	0	0	0	0	0	0	0
2015-11-09 06:33	1	20	0	0	0	0	0	0	0	0	0
2015-11-09 06:26	1	3	0	0	0	0	0	0	0	0	0
2015-11-09 06:19	1	1	0	0	0	0	0	0	0	0	0
2015-11-09 06:08	3	11	1	0	0	0	0	0	0	0	1
2015-11-09 05:41	1	0	0	0	0	0	0	0	0	0	0
2015-11-09 05:28	0	1	0	10	0	0	1	0	0	0	0
2015-11-09 05:26	0	3	0	0	0	0	0	0	0	0	0
2015-11-09 05:29	2	1	0	0	0	1	0	0	0	0	0
2015-11-09 05:18	1	14	0	0	1	0	0	0	0	0	1
2015-11-09 04:51	1	0	0	1	0	0	2	0	0	0	0
2015-11-09 04:47	1	1	0	0	0	0	0	0	0	0	0
2015-11-09 04:31	3	4	0	0	0	0	0	0	0	0	0
2015-11-09 04:25	3	7	0	0	0	0	0	0	0	0	0
2015-11-09 03:36	1	8	0	0	0	0	2	0	0	0	0
2015-11-09 03:23	3	4	0	0	0	0	2	0	0	0	0
2015-11-09 02:51	4	6	0	0	1	0	0	0	0	0	0
2015-11-09 02:17	1	8	0	0	0	0	0	0	0	0	0
2015-11-09 02:10	0	1	0	0	0	0	0	0	0	0	0
2015-11-09 02:03	2	3	0	14	0	0	5	0	0	0	0
2015-11-09 01:43	2	4	0	0	0	0	0	0	0	0	0
2015-11-09 01:25	0	1	0	0	0	1	0	0	0	0	0
2015-11-09 01:21	5	3	2	0	0	0	0	0	0	0	0
2015-11-09 00:31	1	2	0	0	0	0	0	0	0	0	0
2015-11-09 00:22	3	2	0	0	0	2	0	0	0	0	0
2015-11-08 23:59	3	1	0	0	0	0	0	0	0	0	0
2015-11-08 23:25	3	1	0	1	0	0	6	0	0	0	0
2015-11-08 22:58	0	2	0	0	0	0	0	0	0	0	0
2015-11-08 22:52	1	1	0	0	0	0	0	0	0	0	0
2015-11-08 22:47	0	2	0	0	0	0	0	0	0	0	0
2015-11-08 22:40	2	2	1	0	0	0	1	0	0	0	0
2015-11-08 22:22	1	1	0	3	0	0	0	0	0	0	0
2015-11-08 22:15	1	2	0	0	0	0	0	0	0	0	0
