date	Factom	unknown	Ascribe	Open Assets	Proof of Existence	Monegraph	Eternity Wall	BlockSign	Colu	Omni Layer	Stampery	Remembr	Bitproof	Blockstore	CoinSpark	stampd
2015-10-28 06:39	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 06:28	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0
2015-10-28 06:26	2	1	0	1	0	12	0	0	0	0	0	0	0	0	0
2015-10-28 06:01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-28 05:59	3	2	0	0	0	30	0	0	0	0	0	0	0	0	0
2015-10-28 05:28	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0
2015-10-28 05:23	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 05:17	3	1	0	0	0	18	0	0	0	0	0	0	0	0	0
2015-10-28 04:48	1	1	0	3	0	0	0	0	16	0	0	0	0	0	0
2015-10-28 04:35	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 04:32	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 04:19	2	3	0	0	0	12	0	0	0	0	0	0	0	0	0
2015-10-28 04:01	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 03:47	1	4	0	0	0	42	0	0	0	0	0	0	0	0	0
2015-10-28 03:45	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 03:31	2	0	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 03:19	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 03:12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-28 03:03	2	72	0	0	0	18	0	0	0	0	0	0	0	0	0
2015-10-28 02:39	2	1	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 02:36	1	4	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 02:13	1	2	0	0	0	7	0	0	0	0	0	0	0	0	0
2015-10-28 02:06	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-28 01:57	3	4	0	13	1	25	0	0	0	0	0	0	0	0	0
2015-10-28 01:20	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-28 01:14	2	5	0	0	0	6	0	0	0	0	0	0	1	0	0
2015-10-28 00:51	1	2	0	0	0	6	0	0	0	0	0	0	0	0	5
2015-10-28 00:40	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0
2015-10-28 00:40	1	5	0	0	0	12	0	0	0	0	0	0	0	0	0
2015-10-28 00:43	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14
2015-10-27 23:52	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2015-10-27 23:41	2	53	0	0	0	18	0	0	0	0	0	0	0	0	0
2015-10-27 23:21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 23:19	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2015-10-27 23:04	2	52	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 22:47	2	6	0	0	0	7	0	0	0	0	0	0	0	0	0
2015-10-27 22:32	1	4	0	10	0	12	0	0	3	0	0	0	0	0	0
2015-10-27 22:10	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0
2015-10-27 22:04	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0
2015-10-27 21:47	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
2015-10-27 21:35	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 21:28	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 21:21	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 20:57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 20:42	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 20:40	0	3	10	4	0	0	0	0	35	2	0	0	0	0	0
2015-10-27 20:37	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 20:18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 20:17	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 20:16	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 20:01	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 19:59	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 19:57	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 19:52	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 19:37	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
2015-10-27 19:32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
